source,session_id,step,x,y
windmouse,windmouse_s01,16,701.0,542.0
windmouse,windmouse_s01,17,710.0,532.0
windmouse,windmouse_s01,18,716.0,525.0
windmouse,windmouse_s01,19,721.0,519.0
windmouse,windmouse_s01,20,729.0,509.0
windmouse,windmouse_s01,21,734.0,503.0
windmouse,windmouse_s01,22,740.0,496.0
windmouse,windmouse_s01,23,746.0,486.0
windmouse,windmouse_s01,24,752.0,479.0
windmouse,windmouse_s01,25,761.0,469.0
windmouse,windmouse_s01,26,767.0,461.0
windmouse,windmouse_s01,27,774.0,454.0
windmouse,windmouse_s01,28,782.0,446.0
windmouse,windmouse_s01,29,788.0,440.0
windmouse,windmouse_s01,30,797.0,430.0
windmouse,windmouse_s01,31,805.0,421.0
windmouse,windmouse_s01,32,814.0,412.0
windmouse,windmouse_s01,33,823.0,403.0
windmouse,windmouse_s01,34,829.0,395.0
windmouse,windmouse_s01,35,836.0,388.0
windmouse,windmouse_s01,36,845.0,378.0
windmouse,windmouse_s01,37,851.0,369.0
windmouse,windmouse_s01,38,859.0,359.0
windmouse,windmouse_s01,39,866.0,350.0
windmouse,windmouse_s01,40,876.0,339.0
windmouse,windmouse_s01,41,886.0,329.0
windmouse,windmouse_s01,42,896.0,319.0
windmouse,windmouse_s01,43,904.0,311.0
windmouse,windmouse_s01,44,912.0,300.0
windmouse,windmouse_s01,45,917.0,294.0
windmouse,windmouse_s01,46,926.0,284.0
windmouse,windmouse_s01,47,933.0,276.0
windmouse,windmouse_s01,48,940.0,268.0
windmouse,windmouse_s01,49,949.0,259.0
windmouse,windmouse_s01,50,959.0,250.0
windmouse,windmouse_s01,51,970.0,241.0
windmouse,windmouse_s01,52,978.0,234.0
windmouse,windmouse_s01,53,985.0,227.0
windmouse,windmouse_s01,54,994.0,218.0
windmouse,windmouse_s01,55,1000.0,211.0
windmouse,windmouse_s01,56,1007.0,202.0
windmouse,windmouse_s01,57,1015.0,191.0
windmouse,windmouse_s01,58,1020.0,185.0
windmouse,windmouse_s01,59,1027.0,175.0
windmouse,windmouse_s01,60,1036.0,164.0
windmouse,windmouse_s01,61,1042.0,156.0
windmouse,windmouse_s01,62,1048.0,149.0
windmouse,windmouse_s01,63,1053.0,142.0
windmouse,windmouse_s01,64,1060.0,134.0
windmouse,windmouse_s01,65,1069.0,123.0
windmouse,windmouse_s01,66,1079.0,114.0
windmouse,windmouse_s01,67,1085.0,108.0
windmouse,windmouse_s01,68,1095.0,99.0
windmouse,windmouse_s01,69,1098.0,97.0
windmouse,windmouse_s01,70,1099.0,95.0
windmouse,windmouse_s01,71,1101.0,92.0
windmouse,windmouse_s01,72,1100.0,93.0
windmouse,windmouse_s01,73,1100.0,93.0
windmouse,windmouse_s01,74,1095.0,99.0
windmouse,windmouse_s01,75,1085.0,110.0
windmouse,windmouse_s01,76,1078.0,119.0
windmouse,windmouse_s01,77,1070.0,127.0
windmouse,windmouse_s01,78,1061.0,138.0
windmouse,windmouse_s01,79,1054.0,147.0
windmouse,windmouse_s01,80,1046.0,155.0
windmouse,windmouse_s01,81,1036.0,165.0
windmouse,windmouse_s01,82,1028.0,173.0
windmouse,windmouse_s01,83,1021.0,180.0
windmouse,windmouse_s01,84,1014.0,189.0
windmouse,windmouse_s01,85,1007.0,199.0
windmouse,windmouse_s01,86,1000.0,208.0
windmouse,windmouse_s01,87,991.0,219.0
windmouse,windmouse_s01,88,985.0,225.0
windmouse,windmouse_s01,89,975.0,236.0
windmouse,windmouse_s01,90,967.0,245.0
windmouse,windmouse_s01,91,957.0,256.0
windmouse,windmouse_s01,92,951.0,262.0
windmouse,windmouse_s01,93,943.0,269.0
windmouse,windmouse_s01,94,938.0,275.0
windmouse,windmouse_s01,95,929.0,284.0
windmouse,windmouse_s01,96,922.0,291.0
windmouse,windmouse_s01,97,911.0,301.0
windmouse,windmouse_s01,98,902.0,309.0
windmouse,windmouse_s01,99,891.0,318.0
windmouse,windmouse_s01,100,884.0,324.0
windmouse,windmouse_s01,101,874.0,333.0
windmouse,windmouse_s01,102,867.0,338.0
windmouse,windmouse_s01,103,859.0,345.0
windmouse,windmouse_s01,104,852.0,352.0
windmouse,windmouse_s01,105,844.0,360.0
windmouse,windmouse_s01,106,838.0,366.0
windmouse,windmouse_s01,107,830.0,375.0
windmouse,windmouse_s01,108,820.0,386.0
windmouse,windmouse_s01,109,811.0,395.0
windmouse,windmouse_s01,110,804.0,401.0
windmouse,windmouse_s01,111,795.0,411.0
windmouse,windmouse_s01,112,789.0,417.0
windmouse,windmouse_s01,113,779.0,426.0
windmouse,windmouse_s01,114,771.0,433.0
windmouse,windmouse_s01,115,763.0,441.0
windmouse,windmouse_s01,116,755.0,449.0
windmouse,windmouse_s01,117,749.0,455.0
windmouse,windmouse_s01,118,742.0,463.0
windmouse,windmouse_s01,119,732.0,473.0
windmouse,windmouse_s01,120,723.0,484.0
windmouse,windmouse_s01,121,713.0,494.0
windmouse,windmouse_s01,122,704.0,503.0
windmouse,windmouse_s01,123,697.0,509.0
windmouse,windmouse_s01,124,690.0,514.0
windmouse,windmouse_s01,125,683.0,520.0
windmouse,windmouse_s01,126,676.0,528.0
windmouse,windmouse_s01,127,667.0,538.0
windmouse,windmouse_s02,0,863.0,209.0
windmouse,windmouse_s02,1,851.0,200.0
windmouse,windmouse_s02,2,844.0,196.0
windmouse,windmouse_s02,3,835.0,192.0
windmouse,windmouse_s02,4,826.0,187.0
windmouse,windmouse_s02,5,818.0,182.0
windmouse,windmouse_s02,6,807.0,174.0
windmouse,windmouse_s02,7,803.0,171.0
windmouse,windmouse_s02,8,805.0,173.0
windmouse,windmouse_s02,9,808.0,175.0
windmouse,windmouse_s02,10,808.0,175.0
windmouse,windmouse_s02,11,816.0,180.0
windmouse,windmouse_s02,12,824.0,184.0
windmouse,windmouse_s02,13,836.0,191.0
windmouse,windmouse_s02,14,847.0,196.0
windmouse,windmouse_s02,15,855.0,200.0
windmouse,windmouse_s02,16,867.0,206.0
windmouse,windmouse_s02,17,880.0,213.0
windmouse,windmouse_s02,18,888.0,217.0
windmouse,windmouse_s02,19,901.0,223.0
windmouse,windmouse_s02,20,910.0,227.0
windmouse,windmouse_s02,21,923.0,232.0
windmouse,windmouse_s02,22,935.0,238.0
windmouse,windmouse_s02,23,943.0,242.0
windmouse,windmouse_s02,24,956.0,249.0
windmouse,windmouse_s02,25,966.0,255.0
windmouse,windmouse_s02,26,974.0,259.0
windmouse,windmouse_s02,27,983.0,264.0
windmouse,windmouse_s02,28,990.0,268.0
windmouse,windmouse_s02,29,1000.0,275.0
windmouse,windmouse_s02,30,1009.0,281.0
windmouse,windmouse_s02,31,1019.0,286.0
windmouse,windmouse_s02,32,1026.0,291.0
windmouse,windmouse_s02,33,1036.0,296.0
windmouse,windmouse_s02,34,1046.0,302.0
windmouse,windmouse_s02,35,1058.0,307.0
windmouse,windmouse_s02,36,1066.0,310.0
windmouse,windmouse_s02,37,1074.0,314.0
windmouse,windmouse_s02,38,1085.0,321.0
windmouse,windmouse_s02,39,1096.0,328.0
windmouse,windmouse_s02,40,1108.0,337.0
windmouse,windmouse_s02,41,1115.0,343.0
windmouse,windmouse_s02,42,1121.0,348.0
windmouse,windmouse_s02,43,1130.0,356.0
windmouse,windmouse_s02,44,1138.0,362.0
windmouse,windmouse_s02,45,1146.0,369.0
windmouse,windmouse_s02,46,1156.0,376.0
windmouse,windmouse_s02,47,1164.0,381.0
windmouse,windmouse_s02,48,1174.0,387.0
windmouse,windmouse_s02,49,1187.0,394.0
windmouse,windmouse_s02,50,1196.0,399.0
windmouse,windmouse_s02,51,1207.0,405.0
windmouse,windmouse_s02,52,1219.0,412.0
windmouse,windmouse_s02,53,1227.0,416.0
windmouse,windmouse_s02,54,1234.0,420.0
windmouse,windmouse_s02,55,1245.0,424.0
windmouse,windmouse_s02,56,1258.0,429.0
windmouse,windmouse_s02,57,1271.0,434.0
windmouse,windmouse_s02,58,1279.0,436.0
windmouse,windmouse_s02,59,1289.0,439.0
windmouse,windmouse_s02,60,1301.0,444.0
windmouse,windmouse_s02,61,1314.0,449.0
windmouse,windmouse_s02,62,1323.0,453.0
windmouse,windmouse_s02,63,1332.0,457.0
windmouse,windmouse_s02,64,1345.0,462.0
windmouse,windmouse_s02,65,1357.0,468.0
windmouse,windmouse_s02,66,1364.0,472.0
windmouse,windmouse_s02,67,1372.0,477.0
windmouse,windmouse_s02,68,1380.0,483.0
windmouse,windmouse_s02,69,1387.0,487.0
windmouse,windmouse_s02,70,1400.0,494.0
windmouse,windmouse_s02,71,1412.0,501.0
windmouse,windmouse_s02,72,1424.0,507.0
windmouse,windmouse_s02,73,1435.0,512.0
windmouse,windmouse_s02,74,1448.0,518.0
windmouse,windmouse_s02,75,1461.0,524.0
windmouse,windmouse_s02,76,1471.0,528.0
windmouse,windmouse_s02,77,1480.0,532.0
windmouse,windmouse_s02,78,1488.0,536.0
windmouse,windmouse_s02,79,1497.0,542.0
windmouse,windmouse_s02,80,1507.0,547.0
windmouse,windmouse_s02,81,1514.0,551.0
windmouse,windmouse_s02,82,1524.0,554.0
windmouse,windmouse_s02,83,1533.0,557.0
windmouse,windmouse_s02,84,1545.0,561.0
windmouse,windmouse_s02,85,1552.0,564.0
windmouse,windmouse_s02,86,1564.0,569.0
windmouse,windmouse_s02,87,1571.0,573.0
windmouse,windmouse_s02,88,1575.0,576.0
windmouse,windmouse_s02,89,1576.0,577.0
windmouse,windmouse_s02,90,1579.0,579.0
windmouse,windmouse_s02,91,1579.0,580.0
windmouse,windmouse_s02,92,1573.0,575.0
windmouse,windmouse_s02,93,1565.0,568.0
windmouse,windmouse_s02,94,1554.0,559.0
windmouse,windmouse_s02,95,1548.0,554.0
windmouse,windmouse_s02,96,1540.0,549.0
windmouse,windmouse_s02,97,1529.0,542.0
windmouse,windmouse_s02,98,1522.0,538.0
windmouse,windmouse_s02,99,1513.0,533.0
windmouse,windmouse_s02,100,1504.0,528.0
windmouse,windmouse_s02,101,1496.0,524.0
windmouse,windmouse_s02,102,1487.0,519.0
windmouse,windmouse_s02,103,1476.0,515.0
windmouse,windmouse_s02,104,1468.0,512.0
windmouse,windmouse_s02,105,1458.0,507.0
windmouse,windmouse_s02,106,1447.0,500.0
windmouse,windmouse_s02,107,1439.0,494.0
windmouse,windmouse_s02,108,1432.0,489.0
windmouse,windmouse_s02,109,1420.0,482.0
windmouse,windmouse_s02,110,1410.0,477.0
windmouse,windmouse_s02,111,1400.0,470.0
windmouse,windmouse_s02,112,1389.0,464.0
windmouse,windmouse_s02,113,1380.0,458.0
windmouse,windmouse_s02,114,1369.0,451.0
windmouse,windmouse_s02,115,1362.0,446.0
windmouse,windmouse_s02,116,1355.0,442.0
windmouse,windmouse_s02,117,1345.0,436.0
windmouse,windmouse_s02,118,1334.0,428.0
windmouse,windmouse_s02,119,1327.0,423.0
windmouse,windmouse_s02,120,1320.0,417.0
windmouse,windmouse_s02,121,1314.0,411.0
windmouse,windmouse_s02,122,1305.0,403.0
windmouse,windmouse_s02,123,1297.0,395.0
windmouse,windmouse_s02,124,1289.0,389.0
windmouse,windmouse_s02,125,1278.0,383.0
windmouse,windmouse_s02,126,1266.0,376.0
windmouse,windmouse_s02,127,1258.0,372.0
windmouse,windmouse_s03,0,1031.0,968.0
windmouse,windmouse_s03,1,1041.0,971.0
windmouse,windmouse_s03,2,1051.0,974.0
windmouse,windmouse_s03,3,1059.0,977.0
windmouse,windmouse_s03,4,1071.0,981.0
windmouse,windmouse_s03,5,1082.0,985.0
windmouse,windmouse_s03,6,1088.0,987.0
windmouse,windmouse_s03,7,1086.0,986.0
windmouse,windmouse_s03,8,1090.0,989.0
windmouse,windmouse_s03,9,1088.0,987.0
windmouse,windmouse_s03,10,1087.0,987.0
windmouse,windmouse_s03,11,1082.0,978.0
windmouse,windmouse_s03,12,1078.0,969.0
windmouse,windmouse_s03,13,1071.0,957.0
windmouse,windmouse_s03,14,1065.0,945.0
windmouse,windmouse_s03,15,1058.0,933.0
windmouse,windmouse_s03,16,1054.0,924.0
windmouse,windmouse_s03,17,1049.0,914.0
windmouse,windmouse_s03,18,1044.0,905.0
windmouse,windmouse_s03,19,1037.0,893.0
windmouse,windmouse_s03,20,1032.0,882.0
windmouse,windmouse_s03,21,1026.0,872.0
windmouse,windmouse_s03,22,1021.0,863.0
windmouse,windmouse_s03,23,1016.0,854.0
windmouse,windmouse_s03,24,1011.0,847.0
windmouse,windmouse_s03,25,1005.0,838.0
windmouse,windmouse_s03,26,1001.0,830.0
windmouse,windmouse_s03,27,994.0,819.0
windmouse,windmouse_s03,28,987.0,808.0
windmouse,windmouse_s03,29,982.0,796.0
windmouse,windmouse_s03,30,977.0,784.0
windmouse,windmouse_s03,31,972.0,771.0
windmouse,windmouse_s03,32,968.0,760.0
windmouse,windmouse_s03,33,964.0,748.0
windmouse,windmouse_s03,34,960.0,737.0
windmouse,windmouse_s03,35,957.0,730.0
windmouse,windmouse_s03,36,953.0,716.0
windmouse,windmouse_s03,37,949.0,705.0
windmouse,windmouse_s03,38,944.0,694.0
windmouse,windmouse_s03,39,940.0,685.0
windmouse,windmouse_s03,40,935.0,674.0
windmouse,windmouse_s03,41,929.0,661.0
windmouse,windmouse_s03,42,922.0,650.0
windmouse,windmouse_s03,43,915.0,642.0
windmouse,windmouse_s03,44,909.0,635.0
windmouse,windmouse_s03,45,901.0,625.0
windmouse,windmouse_s03,46,896.0,619.0
windmouse,windmouse_s03,47,888.0,608.0
windmouse,windmouse_s03,48,881.0,598.0
windmouse,windmouse_s03,49,874.0,588.0
windmouse,windmouse_s03,50,869.0,580.0
windmouse,windmouse_s03,51,863.0,566.0
windmouse,windmouse_s03,52,864.0,563.0
windmouse,windmouse_s03,53,865.0,565.0
windmouse,windmouse_s03,54,865.0,568.0
windmouse,windmouse_s03,55,865.0,567.0
windmouse,windmouse_s03,56,873.0,561.0
windmouse,windmouse_s03,57,884.0,553.0
windmouse,windmouse_s03,58,895.0,546.0
windmouse,windmouse_s03,59,905.0,539.0
windmouse,windmouse_s03,60,912.0,534.0
windmouse,windmouse_s03,61,919.0,530.0
windmouse,windmouse_s03,62,928.0,525.0
windmouse,windmouse_s03,63,935.0,521.0
windmouse,windmouse_s03,64,946.0,513.0
windmouse,windmouse_s03,65,955.0,507.0
windmouse,windmouse_s03,66,962.0,502.0
windmouse,windmouse_s03,67,969.0,496.0
windmouse,windmouse_s03,68,977.0,489.0
windmouse,windmouse_s03,69,983.0,484.0
windmouse,windmouse_s03,70,989.0,478.0
windmouse,windmouse_s03,71,998.0,472.0
windmouse,windmouse_s03,72,1011.0,464.0
windmouse,windmouse_s03,73,1023.0,455.0
windmouse,windmouse_s03,74,1033.0,448.0
windmouse,windmouse_s03,75,1039.0,443.0
windmouse,windmouse_s03,76,1050.0,434.0
windmouse,windmouse_s03,77,1060.0,425.0
windmouse,windmouse_s03,78,1067.0,419.0
windmouse,windmouse_s03,79,1076.0,412.0
windmouse,windmouse_s03,80,1086.0,403.0
windmouse,windmouse_s03,81,1097.0,394.0
windmouse,windmouse_s03,82,1103.0,389.0
windmouse,windmouse_s03,83,1115.0,382.0
windmouse,windmouse_s03,84,1127.0,375.0
windmouse,windmouse_s03,85,1135.0,372.0
windmouse,windmouse_s03,86,1142.0,368.0
windmouse,windmouse_s03,87,1155.0,363.0
windmouse,windmouse_s03,88,1164.0,359.0
windmouse,windmouse_s03,89,1175.0,355.0
windmouse,windmouse_s03,90,1184.0,351.0
windmouse,windmouse_s03,91,1191.0,346.0
windmouse,windmouse_s03,92,1201.0,340.0
windmouse,windmouse_s03,93,1208.0,335.0
windmouse,windmouse_s03,94,1219.0,326.0
windmouse,windmouse_s03,95,1227.0,320.0
windmouse,windmouse_s03,96,1238.0,312.0
windmouse,windmouse_s03,97,1248.0,304.0
windmouse,windmouse_s03,98,1256.0,298.0
windmouse,windmouse_s03,99,1268.0,290.0
windmouse,windmouse_s03,100,1274.0,285.0
windmouse,windmouse_s03,101,1284.0,280.0
windmouse,windmouse_s03,102,1294.0,273.0
windmouse,windmouse_s03,103,1303.0,268.0
windmouse,windmouse_s03,104,1314.0,260.0
windmouse,windmouse_s03,105,1326.0,253.0
windmouse,windmouse_s03,106,1336.0,246.0
windmouse,windmouse_s03,107,1343.0,241.0
windmouse,windmouse_s03,108,1354.0,235.0
windmouse,windmouse_s03,109,1365.0,229.0
windmouse,windmouse_s03,110,1375.0,223.0
windmouse,windmouse_s03,111,1384.0,218.0
windmouse,windmouse_s03,112,1397.0,210.0
windmouse,windmouse_s03,113,1409.0,202.0
windmouse,windmouse_s03,114,1416.0,197.0
windmouse,windmouse_s03,115,1423.0,192.0
windmouse,windmouse_s03,116,1433.0,183.0
windmouse,windmouse_s03,117,1444.0,174.0
windmouse,windmouse_s03,118,1455.0,165.0
windmouse,windmouse_s03,119,1464.0,157.0
windmouse,windmouse_s03,120,1474.0,148.0
windmouse,windmouse_s03,121,1482.0,141.0
windmouse,windmouse_s03,122,1490.0,133.0
windmouse,windmouse_s03,123,1493.0,130.0
windmouse,windmouse_s03,124,1495.0,128.0
windmouse,windmouse_s03,125,1493.0,130.0
windmouse,windmouse_s03,126,1494.0,129.0
windmouse,windmouse_s03,127,1494.0,129.0
windmouse,windmouse_s04,0,997.0,891.0
windmouse,windmouse_s04,1,989.0,887.0
windmouse,windmouse_s04,2,982.0,883.0
windmouse,windmouse_s04,3,972.0,877.0
windmouse,windmouse_s04,4,963.0,872.0
windmouse,windmouse_s04,5,955.0,867.0
windmouse,windmouse_s04,6,948.0,863.0
windmouse,windmouse_s04,7,937.0,858.0
windmouse,windmouse_s04,8,923.0,852.0
windmouse,windmouse_s04,9,917.0,849.0
windmouse,windmouse_s04,10,904.0,843.0
windmouse,windmouse_s04,11,895.0,839.0
windmouse,windmouse_s04,12,885.0,836.0
windmouse,windmouse_s04,13,878.0,833.0
windmouse,windmouse_s04,14,865.0,829.0
windmouse,windmouse_s04,15,855.0,825.0
windmouse,windmouse_s04,16,841.0,821.0
windmouse,windmouse_s04,17,827.0,817.0
windmouse,windmouse_s04,18,816.0,813.0
windmouse,windmouse_s04,19,805.0,808.0
windmouse,windmouse_s04,20,795.0,803.0
windmouse,windmouse_s04,21,784.0,797.0
windmouse,windmouse_s04,22,775.0,793.0
windmouse,windmouse_s04,23,767.0,789.0
windmouse,windmouse_s04,24,757.0,784.0
windmouse,windmouse_s04,25,750.0,781.0
windmouse,windmouse_s04,26,737.0,776.0
windmouse,windmouse_s04,27,727.0,772.0
windmouse,windmouse_s04,28,719.0,768.0
windmouse,windmouse_s04,29,707.0,763.0
windmouse,windmouse_s04,30,699.0,759.0
windmouse,windmouse_s04,31,690.0,755.0
windmouse,windmouse_s04,32,678.0,750.0
windmouse,windmouse_s04,33,665.0,745.0
windmouse,windmouse_s04,34,653.0,741.0
windmouse,windmouse_s04,35,644.0,738.0
windmouse,windmouse_s04,36,633.0,734.0
windmouse,windmouse_s04,37,623.0,731.0
windmouse,windmouse_s04,38,610.0,727.0
windmouse,windmouse_s04,39,597.0,723.0
windmouse,windmouse_s04,40,583.0,719.0
windmouse,windmouse_s04,41,573.0,715.0
windmouse,windmouse_s04,42,563.0,712.0
windmouse,windmouse_s04,43,550.0,706.0
windmouse,windmouse_s04,44,541.0,703.0
windmouse,windmouse_s04,45,533.0,700.0
windmouse,windmouse_s04,46,522.0,695.0
windmouse,windmouse_s04,47,511.0,690.0
windmouse,windmouse_s04,48,503.0,687.0
windmouse,windmouse_s04,49,489.0,682.0
windmouse,windmouse_s04,50,475.0,676.0
windmouse,windmouse_s04,51,462.0,671.0
windmouse,windmouse_s04,52,451.0,668.0
windmouse,windmouse_s04,53,440.0,665.0
windmouse,windmouse_s04,54,430.0,661.0
windmouse,windmouse_s04,55,422.0,658.0
windmouse,windmouse_s04,56,409.0,651.0
windmouse,windmouse_s04,57,402.0,647.0
windmouse,windmouse_s04,58,393.0,643.0
windmouse,windmouse_s04,59,380.0,637.0
windmouse,windmouse_s04,60,369.0,633.0
windmouse,windmouse_s04,61,362.0,629.0
windmouse,windmouse_s04,62,355.0,625.0
windmouse,windmouse_s04,63,343.0,621.0
windmouse,windmouse_s04,64,333.0,616.0
windmouse,windmouse_s04,65,323.0,612.0
windmouse,windmouse_s04,66,309.0,606.0
windmouse,windmouse_s04,67,299.0,602.0
windmouse,windmouse_s04,68,289.0,596.0
windmouse,windmouse_s04,69,281.0,591.0
windmouse,windmouse_s04,70,272.0,587.0
windmouse,windmouse_s04,71,266.0,584.0
windmouse,windmouse_s04,72,264.0,584.0
windmouse,windmouse_s04,73,263.0,584.0
windmouse,windmouse_s04,74,272.0,584.0
windmouse,windmouse_s04,75,281.0,585.0
windmouse,windmouse_s04,76,290.0,586.0
windmouse,windmouse_s04,77,298.0,586.0
windmouse,windmouse_s04,78,306.0,586.0
windmouse,windmouse_s04,79,318.0,586.0
windmouse,windmouse_s04,80,328.0,586.0
windmouse,windmouse_s04,81,340.0,586.0
windmouse,windmouse_s04,82,351.0,587.0
windmouse,windmouse_s04,83,361.0,588.0
windmouse,windmouse_s04,84,368.0,590.0
windmouse,windmouse_s04,85,382.0,592.0
windmouse,windmouse_s04,86,394.0,593.0
windmouse,windmouse_s04,87,404.0,595.0
windmouse,windmouse_s04,88,414.0,596.0
windmouse,windmouse_s04,89,422.0,596.0
windmouse,windmouse_s04,90,431.0,597.0
windmouse,windmouse_s04,91,439.0,597.0
windmouse,windmouse_s04,92,449.0,598.0
windmouse,windmouse_s04,93,459.0,600.0
windmouse,windmouse_s04,94,469.0,601.0
windmouse,windmouse_s04,95,481.0,602.0
windmouse,windmouse_s04,96,490.0,603.0
windmouse,windmouse_s04,97,501.0,604.0
windmouse,windmouse_s04,98,512.0,604.0
windmouse,windmouse_s04,99,521.0,604.0
windmouse,windmouse_s04,100,533.0,603.0
windmouse,windmouse_s04,101,546.0,603.0
windmouse,windmouse_s04,102,560.0,603.0
windmouse,windmouse_s04,103,571.0,604.0
windmouse,windmouse_s04,104,581.0,605.0
windmouse,windmouse_s04,105,592.0,605.0
windmouse,windmouse_s04,106,600.0,606.0
windmouse,windmouse_s04,107,610.0,606.0
windmouse,windmouse_s04,108,622.0,607.0
windmouse,windmouse_s04,109,631.0,607.0
windmouse,windmouse_s04,110,643.0,607.0
windmouse,windmouse_s04,111,656.0,609.0
windmouse,windmouse_s04,112,664.0,610.0
windmouse,windmouse_s04,113,676.0,611.0
windmouse,windmouse_s04,114,684.0,611.0
windmouse,windmouse_s04,115,693.0,611.0
windmouse,windmouse_s04,116,703.0,611.0
windmouse,windmouse_s04,117,710.0,610.0
windmouse,windmouse_s04,118,720.0,610.0
windmouse,windmouse_s04,119,735.0,610.0
windmouse,windmouse_s04,120,744.0,611.0
windmouse,windmouse_s04,121,758.0,613.0
windmouse,windmouse_s04,122,766.0,614.0
windmouse,windmouse_s04,123,777.0,616.0
windmouse,windmouse_s04,124,787.0,618.0
windmouse,windmouse_s04,125,797.0,619.0
windmouse,windmouse_s04,126,810.0,621.0
windmouse,windmouse_s04,127,818.0,622.0
windmouse,windmouse_s05,0,1100.0,1049.0
windmouse,windmouse_s05,1,1110.0,1049.0
windmouse,windmouse_s05,2,1124.0,1048.0
windmouse,windmouse_s05,3,1135.0,1048.0
windmouse,windmouse_s05,4,1145.0,1047.0
windmouse,windmouse_s05,5,1157.0,1047.0
windmouse,windmouse_s05,6,1170.0,1046.0
windmouse,windmouse_s05,7,1180.0,1046.0
windmouse,windmouse_s05,8,1194.0,1046.0
windmouse,windmouse_s05,9,1207.0,1046.0
windmouse,windmouse_s05,10,1218.0,1047.0
windmouse,windmouse_s05,11,1231.0,1047.0
windmouse,windmouse_s05,12,1245.0,1048.0
windmouse,windmouse_s05,13,1259.0,1049.0
windmouse,windmouse_s05,14,1271.0,1049.0
windmouse,windmouse_s05,15,1284.0,1048.0
windmouse,windmouse_s05,16,1296.0,1047.0
windmouse,windmouse_s05,17,1307.0,1045.0
windmouse,windmouse_s05,18,1318.0,1044.0
windmouse,windmouse_s05,19,1332.0,1043.0
windmouse,windmouse_s05,20,1347.0,1040.0
windmouse,windmouse_s05,21,1361.0,1038.0
windmouse,windmouse_s05,22,1369.0,1037.0
windmouse,windmouse_s05,23,1379.0,1036.0
windmouse,windmouse_s05,24,1388.0,1035.0
windmouse,windmouse_s05,25,1399.0,1034.0
windmouse,windmouse_s05,26,1412.0,1033.0
windmouse,windmouse_s05,27,1422.0,1033.0
windmouse,windmouse_s05,28,1432.0,1033.0
windmouse,windmouse_s05,29,1442.0,1034.0
windmouse,windmouse_s05,30,1455.0,1036.0
windmouse,windmouse_s05,31,1465.0,1037.0
windmouse,windmouse_s05,32,1474.0,1038.0
windmouse,windmouse_s05,33,1488.0,1037.0
windmouse,windmouse_s05,34,1501.0,1035.0
windmouse,windmouse_s05,35,1513.0,1034.0
windmouse,windmouse_s05,36,1522.0,1032.0
windmouse,windmouse_s05,37,1535.0,1029.0
windmouse,windmouse_s05,38,1549.0,1027.0
windmouse,windmouse_s05,39,1554.0,1026.0
windmouse,windmouse_s05,40,1557.0,1026.0
windmouse,windmouse_s05,41,1556.0,1026.0
windmouse,windmouse_s05,42,1547.0,1023.0
windmouse,windmouse_s05,43,1538.0,1019.0
windmouse,windmouse_s05,44,1531.0,1016.0
windmouse,windmouse_s05,45,1521.0,1012.0
windmouse,windmouse_s05,46,1512.0,1010.0
windmouse,windmouse_s05,47,1505.0,1007.0
windmouse,windmouse_s05,48,1498.0,1003.0
windmouse,windmouse_s05,49,1487.0,997.0
windmouse,windmouse_s05,50,1476.0,991.0
windmouse,windmouse_s05,51,1463.0,986.0
windmouse,windmouse_s05,52,1450.0,982.0
windmouse,windmouse_s05,53,1440.0,979.0
windmouse,windmouse_s05,54,1427.0,976.0
windmouse,windmouse_s05,55,1412.0,973.0
windmouse,windmouse_s05,56,1398.0,969.0
windmouse,windmouse_s05,57,1391.0,967.0
windmouse,windmouse_s05,58,1377.0,964.0
windmouse,windmouse_s05,59,1362.0,960.0
windmouse,windmouse_s05,60,1348.0,957.0
windmouse,windmouse_s05,61,1339.0,954.0
windmouse,windmouse_s05,62,1326.0,950.0
windmouse,windmouse_s05,63,1315.0,946.0
windmouse,windmouse_s05,64,1304.0,942.0
windmouse,windmouse_s05,65,1293.0,939.0
windmouse,windmouse_s05,66,1282.0,934.0
windmouse,windmouse_s05,67,1272.0,930.0
windmouse,windmouse_s05,68,1265.0,926.0
windmouse,windmouse_s05,69,1254.0,921.0
windmouse,windmouse_s05,70,1241.0,916.0
windmouse,windmouse_s05,71,1233.0,913.0
windmouse,windmouse_s05,72,1222.0,910.0
windmouse,windmouse_s05,73,1213.0,907.0
windmouse,windmouse_s05,74,1198.0,905.0
windmouse,windmouse_s05,75,1190.0,903.0
windmouse,windmouse_s05,76,1179.0,901.0
windmouse,windmouse_s05,77,1168.0,898.0
windmouse,windmouse_s05,78,1159.0,896.0
windmouse,windmouse_s05,79,1146.0,894.0
windmouse,windmouse_s05,80,1138.0,892.0
windmouse,windmouse_s05,81,1125.0,888.0
windmouse,windmouse_s05,82,1115.0,884.0
windmouse,windmouse_s05,83,1106.0,880.0
windmouse,windmouse_s05,84,1097.0,877.0
windmouse,windmouse_s05,85,1087.0,872.0
windmouse,windmouse_s05,86,1081.0,868.0
windmouse,windmouse_s05,87,1072.0,862.0
windmouse,windmouse_s05,88,1066.0,858.0
windmouse,windmouse_s05,89,1058.0,855.0
windmouse,windmouse_s05,90,1051.0,851.0
windmouse,windmouse_s05,91,1037.0,846.0
windmouse,windmouse_s05,92,1025.0,842.0
windmouse,windmouse_s05,93,1013.0,837.0
windmouse,windmouse_s05,94,1000.0,832.0
windmouse,windmouse_s05,95,989.0,828.0
